#,well_id,date,source,start depth (cm),stop depth (cm),start depth (in),stop depth (in),horizon,organic matter,soil texture,water content,roots,color,redox,notes,texture,sub-class,soil texture code,gravel size,gravel amount
,KHF-1,6/29/2021,yellow p55,,,,,,,"sandy clay, VFGR",sandy clay,VFGR,SC,,,wet non-satiated,,7.5 YR 3/3,,gravel sub-rounded
,KHF-1,6/29/2021,yellow p55,,,,,,,"sandy clay, VFGR",sandy clay,VFGR,SC,,,wet non-satiated,F/VF-F,"7.5 YR, 3/4",,gravel subangular
,KHF-1,6/29/2021,yellow p55,,,,,,,"clay, XCGR",clay,XCGR,C,,,wet non-satiated,F/VF,"7.5 YR, 3/4",,gravel subangular
,KHF-1,6/29/2021,yellow p55,,,,,,,"clay, XCGR",clay,XCGR,C,,,saturated,F/VF,"10 YR, 3/6",,"a few 50-60 mm gravels, subangular"
,,,,,,,,,,,,,,,,,,,,
28,EHT-XA5S,7/15/2021,yellow p74,,,,,O,fibrous,,,,,,,dry,M/VF-C,,,augured completely new well hole; previous well depth was 114.5 cm; this was deepest of 4 trial holes
,EHT-XA5S,7/15/2021,yellow p74,,,,,,,silty clay,silty clay,,SIC,,,dry,"M/VF-F, F/M","7.5 YR, 3/1",,
,EHT-XA5S,7/15/2021,yellow p74,,,,,,,silty clay,silty clay,,SIC,,,dry,"M/VF-F, F/M","7.5 YR, 4/1",,
,EHT-XA5S,7/15/2021,yellow p74,,,,,,,silty clay,silty clay,,SIC,,,dry,"C/VF-F, F/M","7.5 YR, 4/1",,
,EHT-XA5S,7/15/2021,yellow p74,,,,,,,sandy clay,sandy clay,,SC,,,dry,F/VF-M,"7.5 YR, 4/1",,
,EHT-XA5S,7/15/2021,yellow p74,,,,,,,sandy clay,sandy clay,,SC,,,moist,VF/VF,"10 YR, 4/1; orange mottled",,
,EHT-XA5S,7/15/2021,yellow p74,,,,,,,sandy clay,sandy clay,,SC,,,moist,"VF/M, C/VF-F","10 YR, 3/1; orange mottled",,
,EHT-XA5S,7/15/2021,yellow p74,,,,,,fibrous,clay,clay,,C,,,moist,F/VF,"10 YR, 5/2; orange mottled",,coarse gravel <15%
,EHT-XA5S,7/15/2021,yellow p74,,,,,,,GR,gr,,,,,,,,,unable to auger past rock and gravel
,,,,,,,,,,,,,,,,,,,,
29,EWT-1,7/15/2021,yellow p77,,,,,,,sandy clay,sandy clay,,SC,,,moist,F/VF-F,"10 YR, 5/4; orange mottled",,"coarse sand, mottled"
,EWT-1,7/15/2021,yellow p77,,,,,,,sandy clay,sandy clay,,SC,,,moist,F/VF,"10 YR, 5/4; orange mottled",,"finer sand, mottled"
,EWT-1,7/15/2021,yellow p77,,,,,,,sandy clay,sandy clay,,SC,,,saturated,F/VF,"10 YR, 5/3",,
,EWT-1,7/15/2021,yellow p77,,,,,,,GR,gr,,,,,,,,,"hit rock, could not auger beyond it"
,,,,,,,,,,,,,,,,,,,,
30,EET-2,7/15/2021,yellow p77,,,,,,,sandy clay,sandy clay,,SC,,,moist,C/VF-F,"2.5 Y, 6/2; yellow-orange-green mottled",,
,EET-2,7/15/2021,yellow p77,,,,,,,GR,gr,,,,,moist,,,,thin layer of coarse gravel 28-40 mm
,EET-2,7/15/2021,yellow p77,,,,,,fibrous,sandy clay,sandy clay,,SC,,,moist,C/M,"2.5 Y, 5/2",,coarse sand
,EET-2,7/15/2021,yellow p77,,,,,,,GR,gr,,,,,,,,,"hit rock(s), cannot auger beyond"
,,,,,,,,,,,,,,,,,,,,
31,A3S,7/16/2021,yellow p77,,,,,,,GR,gr,,,,,,,,,"attempted to deepen well, could not auger deeper than 97 cm, hit rock"
,,,,,,,,,,,,,,,,,,,,
32,A2S,7/16/2021,yellow p77,,,,,O,,,,,,,,dry,M/VF-C,,,"could not deepen existing well, tried to auger new well"
,A2S,7/16/2021,yellow p77,,,,,A,,"clay, VFGR",clay,VFGR,C,,,dry,M/VF-C,"7.5 YR, 2.5/1",,coarse sand to fine gravel; also slightly mucky
,A2S,7/16/2021,yellow p77,,,,,,,"clay, XGR",clay,XGR,C,"(2, 76)","(0.6, 0.9)",dry,M/VF-C,,,"hit rocks, could not auger deeper; unclear if abandoned this hole, the previous one was likely deeper"
,,,,,,,,,,,,,,,,,,,,
33,"E6S, failed",7/16/2021,yellow p77,,,,,,,sandy clay,sandy clay,,SC,,,moist,C/VF-F,"7.5 YR, 3/3; orange mottled",,"10% pebbles; tried to deepen existing well, started at 115 cm but that layer may be mixed origins"
,"E6S, failed",7/16/2021,yellow p77,,,,,,,"sandy clay, FGR",sandy clay,FGR,SC,"(2, 5)","(0.15, 0.35)",moist,F/VF-F,"7.5 YR, 5/3",,gravel subangular
,"E6S, failed",7/16/2021,yellow p77,,,,,,,"sandy clay, VGR",sandy clay,VGR,SC,"(2, 76)","(0.35, 0.6)",moist,F/VF-F,"7.5 YR, 4/1",,"gravel subangular, coarsening"
,"E6S, failed",7/16/2021,yellow p77,,,,,,,"sandy clay, VGR",sandy clay,VGR,SC,"(2, 76)","(0.35, 0.6)",moist,F/VF-F,"10 YR, 4/2",,"gravel subangular, coarsening further"
,"E6S, failed",7/16/2021,yellow p77,,,,,,,GR,gr,,,,,,,,,"hit rock, seemed big"
,,,,,,,,,,,,,,,,,,,,
33,E6S,7/16/2021,yellow p78,,,,,O,humus,,,,,,,dry,M/VF-M,"5 YR, 3/2",,deepened original
,E6S,7/16/2021,yellow p78,,,,,,HO,"clay loam, FGR",clay loam,FGR,CL,"(2, 5)","(0.15, 0.35)",dry-moist,"M/VF-F, C/M","5 YR, 2.5/1",,
,E6S,7/16/2021,yellow p78,,,,,,,clay loam,clay loam,,CL,,,dry,"C/VF, F/F","7.5 YR, 3/2",,fine gravel < 35%
,E6S,7/16/2021,yellow p78,,,,,,,silty clay,silty clay,,SIC,,,dry,F/VF,"7.5 YR, 3/3",,fine gravel < 35%
,E6S,7/16/2021,yellow p78,,,,,,,"silty clay, FGR",silty clay,FGR,SIC,"(2, 5)","(0.15, 0.35)",dry,F/VF-F,"7.5 YR, 4/2",,gravel sub-rounded
,E6S,7/16/2021,yellow p78,,,,,,,"sandy clay, VFGR",sandy clay,VFGR,SC,,,dry-moist,F/VF-F,"7.5 YR, 5/3",,
,E6S,7/16/2021,yellow p78,,,,,,,"sandy clay, VFGR",sandy clay,VFGR,SC,,,moist,F/VF-F,"7.5 YR, 5/3",,
,E6S,7/16/2021,yellow p78,,,,,,,sandy clay,sandy clay,,SC,,,moist,F/VF-F,"7.5 YR, 5/4; orange mottled",,
,E6S,7/16/2021,yellow p78,,,,,C,,"clay, FGR",clay,FGR,C,"(2, 5)","(0.15, 0.35)",moist,F/VF-F,"7.5 YR, 5/4; orange mottled, purple fragments",,
,E6S,7/16/2021,yellow p78,,,,,C,,"clay, VFGR",clay,VFGR,C,,,moist,F/VF-F,"7.5 YR 4/3; red-orange, purple, gray fragments",,
,E6S,7/16/2021,yellow p78,,,,,C,,"clay, VFGR",clay,VFGR,C,,,moist,F/VF-F,"10 YR 4/2; red, red-orange, purple, gray fragments",,
,E6S,7/16/2021,yellow p78,,,,,C,fibrous,"clay, VFGR",clay,VFGR,C,,,moist,VF/VF,"10 YR 4/2; red, red-orange, purple, gray fragments",,"a few gravels, 30-40 mm"
,E6S,7/16/2021,yellow p78,,,,,C,fibrous,"sandy clay, XGR",sandy clay,XGR,SC,"(2, 76)","(0.6, 0.9)",moist,VF/VF,10 YR 4/2; strong orange mottle direct from fragments,,
,E6S,7/16/2021,yellow p78,,,,,,,"sandy clay, VGR",sandy clay,VGR,SC,"(2, 76)","(0.35, 0.6)",wet,,"7.5 YR, 4/3",,gravel subangular to 40 mm
,E6S,7/16/2021,yellow p78,,,,,,,"sandy clay, VGR",sandy clay,VGR,SC,"(2, 76)","(0.35, 0.6)",wet,VF/VF,"7.5 YR, 4/4",,gravel subangular to 40 mm
,E6S,7/16/2021,yellow p78,,,,,,,"clay, XFGR",clay,XFGR,C,,,saturated,,10 YR 3/6,,iron-stained water
,E6S,7/16/2021,yellow p78,,,,,,,GR,gr,,,,,saturated,,,,"hit rock(s), could not auger beyond them."
,,,,,,,,,,,,,,,,,,,,
33,E5S,7/16/2021,yellow p77,,,,,,,"sandy clay, VFGR",sandy clay,VFGR,SC,,,wet,C/VF-M,"10 YR, 4/4",,gravel sub-rounded; deepened original well
,E5S,7/16/2021,yellow p77,,,,,,,"sandy clay, GR",sandy clay,GR,SC,"(2, 76)","(0.15, 0.35)",wet,C/VF-M,"10 YR, 4/1; orange mottled, more gray",,gravel sub-rounded to 40 mm
,E5S,7/16/2021,yellow p77,,,,,,,"sandy clay, GR",sandy clay,GR,SC,"(2, 76)","(0.15, 0.35)",wet,F/VF-F,"10 YR, 4/3; orange mottled",,gravel sub-rounded to 40 mm
,E5S,7/16/2021,yellow p77,,,,,,,"sandy clay, GR",sandy clay,GR,SC,"(2, 76)","(0.15, 0.35)",wet,F/VF-F,"10 YR, 3/3; orange mottled",,gravel sub-rounded to 40 mm
,E5S,7/16/2021,yellow p77,,,,,,,"sandy clay, GR",sandy clay,GR,SC,"(2, 76)","(0.15, 0.35)",saturated,C/VF-F,"10 YR, 3/3; orange mottled",,gravel sub-rounded to 40 mm
,E5S,7/16/2021,yellow p77,,,,,,,"sandy clay, XGR",sandy clay,XGR,SC,"(2, 76)","(0.6, 0.9)",saturated,F/VF-F,"10 YR, 4/4",,gravel sub-rounded to 40 mm
,E5S,7/16/2021,yellow p77,,,,,,,"sandy clay, XFGR",sandy clay,XFGR,SC,,,saturated,F/VF-F,"10 YR, 4/4",,finer gravel
,E5S,7/16/2021,yellow p77,,,,,,,"sandy clay, XGR",sandy clay,XGR,SC,"(2, 76)","(0.6, 0.9)",saturated,,"10 YR, 3/6",,"gravel sub-angular, larger to 45 mm"
,E5S,7/16/2021,yellow p77,,,,,,,FGR,fgr,,,,,saturated,,,,"gravel rounded, mostly 2-4 mm, a few to 16 mm"
,,,,,,,,,,,,,,,,,,,,
34,EER-1,6/5/2024,yellow p137,,,,,,,"clay, GR",clay,GR,C,"(2, 76)","(0.15, 0.35)",,,,,"transition from clay to rounded gravels; replaced well, seemed to be frost-heaved, unable to deepen"
,,,,,,,,,,,,,,,,,,,,
35,KWF-2,6/11/2025,2015-25 Or V3 p60,,,,,O,,,,,,,,moist,"M/VF, C/F","2.5 YR, 2.5/1",,"augered at Kiln3 camera, but abandoned due to cobbles at 66 cm, which didn't seem deep enough to support a viable well"
,KWF-2,6/11/2025,2015-25 Or V3 p60,,,,,Oa,,silty clay,silty clay,,SIC,,,moist,"M/VF, F/F, VF/C","10 YR, 2/1",,"loose, spongy"
,KWF-2,6/11/2025,2015-25 Or V3 p60,,,,,A,,clay,clay,,C,,,moist,"M/VF, C/F, F/M, VF/C","10 YR, 2/2",,cohesive
,KWF-2,6/11/2025,2015-25 Or V3 p60,,,,,A,,clay,clay,,C,,,moist,"M/VF, C/F","2.5 YR, 2.5/1","concentrations common, 2-5 mm",cohesive
,KWF-2,6/11/2025,2015-25 Or V3 p60,,,,,A/B,,"clay, MGR",clay,MGR,C,"(5, 20)","(0.15, 0.35)",wet,"M/VF, C/F","2.5 YR, 3/1","concentrations many, 2-5 mm",gravel subangular
,KWF-2,6/11/2025,2015-25 Or V3 p60,,,,,A/Bg,,"sandy clay, CB",sandy clay,CB,SC,,,saturated,"M/VF, C/F","2.5 YR, 4/1; gray mottle GLEY1 4/N + 2.5/N",,cobble subangular
,KWF-2,6/11/2025,2015-25 Or V3 p60,,,,,,,VCB,vcb,,,,,saturated,,,,cobble subangular
,,,,,,,,,,,,,,,,,,,,
36,"KWT-2, abandoned",6/14/2025,2015-25 Or V3 p62,,,,,Oi,,thatch,thatch,,,,,,,,,
,"KWT-2, abandoned",6/14/2025,2015-25 Or V3 p62,,,,,Oa,,loam,loam,,L,,,moist,"M/VF-F, F/M","5 YR, 2.5/1",,"crumbly, FGR + MGR 10-15%"
,"KWT-2, abandoned",6/14/2025,2015-25 Or V3 p62,,,,,A,,"clay loam, MGR",clay loam,MGR,CL,"(5, 20)","(0.15, 0.35)",moist,"C/M, M/VF-F","5 YR, 3/1",,gravel subangular to sub-rounded
,"KWT-2, abandoned",6/14/2025,2015-25 Or V3 p62,,,,,A,,"sandy clay, MGR, CGR",sandy clay,"MGR, CGR",SC,"(5, 20)","(0.15, 0.35)",moist,"C/VF, M/F, F/M","5 YR, 4/1",,gravel subangular
,"KWT-2, abandoned",6/14/2025,2015-25 Or V3 p62,,,,,A/B,,"sandy clay, FGR, CGR",sandy clay,"FGR, CGR",SC,"(2, 5)","(0.15, 0.35)",wet,C/VF-F,"5 YR, 4/1; multicolor mottle around FGR",,gravel subangular
,"KWT-2, abandoned",6/14/2025,2015-25 Or V3 p62,,,,,,,VCB,vcb,,,,,,,,,"stuck on cobble, could not auger beyond it"
,,,,,,,,,,,,,,,,,,,,
36,KWT-2,6/14/2025,2015-25 Or V3 p62,,,,,Oi,,thatch,thatch,,,,,,,,,
,KWT-2,6/14/2025,2015-25 Or V3 p62,,,,,Oa,,loam,loam,,L,,,moist,"F/M-C, M/VF-F","5 YR, 2.5/1",,crumbly
,KWT-2,6/14/2025,2015-25 Or V3 p62,,,,,A,,clay,clay,,C,,,moist,"M/VF-F, C/M","5 YR, 2.5/1",,
,KWT-2,6/14/2025,2015-25 Or V3 p62,,,,,A,fibrous,"sandy clay, VMGR",sandy clay,VMGR,SC,,,saturated,C/VF-F,"5 YR, 2.5/1",,gravel subangular
,KWT-2,6/14/2025,2015-25 Or V3 p62,,,,,A,many fibrous clumps,"clay, VMGR",clay,VMGR,C,,,saturated,"M/F, C/VF","5 YR, 2.5/1",,gravel sub-rounded
,KWT-2,6/14/2025,2015-25 Or V3 p62,,,,,A,many fibrous clumps,clay,clay,,C,,,saturated,M/VF-F,"5 YR, 2.5/1",,
,KWT-2,6/14/2025,2015-25 Or V3 p62,,,,,,,VCB,vcb,,,,,,,,,"hit rock, installed well on top"
,,,,,,,,,,,,,,,,,,,,
37,EWT-2,6/12/2025,2015-25 Or V3 p64,,,,,O,thatch,,,,,,,dry,,,,"bunchgrass at top, mislabeled as EWF-1 in field book but name changed to EWT-2"
,EWT-2,6/12/2025,2015-25 Or V3 p64,,,,,Oi,fibrous,,,,,,,moist,"M/VF-F, VF/M","5 YR, 3/1",,
,EWT-2,6/12/2025,2015-25 Or V3 p64,,,,,Oe,fibrous,,,,,,,moist,"M/VF-F, VF/M","5 YR, 3/1",,
,EWT-2,6/12/2025,2015-25 Or V3 p64,,,,,A,,"sandy clay, MGR",sandy clay,MGR,SC,"(5, 20)","(0.15, 0.35)",moist,"M/VF-F, F/M","10 YR, 2/1",,gravel subangular
,EWT-2,6/12/2025,2015-25 Or V3 p64,,,,,A/B,,"sandy clay, MGR",sandy clay,MGR,SC,"(5, 20)","(0.15, 0.35)",moist,C/VF-F,"7.5 YR, 2/1",,"few coarse gravel, subangular"
,EWT-2,6/12/2025,2015-25 Or V3 p64,,,,,A/B,,"sandy clay, MGR",sandy clay,MGR,SC,"(5, 20)","(0.15, 0.35)",moist,C/VF-F,"7.5 YR, 4/1",,"some fine gravel, subangular"
,EWT-2,6/12/2025,2015-25 Or V3 p64,,,,,A/B,,"sandy clay, MGR",sandy clay,MGR,SC,"(5, 20)","(0.15, 0.35)",moist,C/VF-F,"7.5 YR, 4/2",,"gravel sub-rounded, more sand"
,EWT-2,6/12/2025,2015-25 Or V3 p64,,,,,B,,"sandy clay, VMGR",sandy clay,VMGR,SC,,,wet,C/VF-F,"10 YR, 5/3","concentrations common, 2-5 mm, 10 YR 4/4",gravel sub-rounded
,EWT-2,6/12/2025,2015-25 Or V3 p64,,,,,B,,"sandy clay, VFGR, MGR",sandy clay,"VFGR, MGR",SC,"(5, 20)","(0.15, 0.35)",wet,C/VF-F,"10 YR, 5/3","concentrations common, 2-5 mm, 10 YR 4/4 with some very light, broken down rock","one coarse gravel, all sub-rounded"
,EWT-2,6/12/2025,2015-25 Or V3 p64,,,,,B,,"sandy clay, FGR",sandy clay,FGR,SC,"(2, 5)","(0.15, 0.35)",wet,"M/VF, F/F","10 YR, 4/3","concentrations common, 2-20 mm, 7.5 YR 4/4","very coarse sand to FGR, a few MGR"
,EWT-2,6/12/2025,2015-25 Or V3 p64,,,,,,,"sandy clay, XFGR",sandy clay,XFGR,SC,,,saturated,F/VF-F,"10 YR, 4/4; mottled 10 YR 7/6",,"MGR and CGR present, subangular to sub-rounded"
,,,,,,,,,,,,,,,,,,,,
38,KER-2,6/15/2025,2015-25 Or V3 p66,,,,,Oi,thatch,,,,,,,,,,,"augered 5 holes in same area, hit rounded gravel at 65 in all cases, deepest augered to 80 cm where well installed"
,KER-2,6/15/2025,2015-25 Or V3 p66,,,,,Oea,,sandy clay,sandy clay,,SC,,,moist,"M/VF, C/F","5 YR, 3/1",,
,KER-2,6/15/2025,2015-25 Or V3 p66,,,,,A,,sandy clay,sandy clay,,SC,,,moist,"M/VF-F, C/M","5 YR, 2.5/2",,
,KER-2,6/15/2025,2015-25 Or V3 p66,,,,,A,,silty clay,silty clay,,SIC,,,wet,M/VF-F,"5 YR, 2.5/2",,
,KER-2,6/15/2025,2015-25 Or V3 p66,,,,,A,,"sandy clay, MGR",sandy clay,MGR,SC,"(5, 20)","(0.15, 0.35)",saturated,"M/VF, C/F","7.5 YR, 4/1",,"gravel rounded, hit CGR or larger at 65 cm"
,KER-2,6/15/2025,2015-25 Or V3 p66,,,,,,,MGR,mgr,,,,,saturated,"M/VF-F, C/M",,,"10-20% coarse gravel, all enmeshed with coarse roots, interstices filled with fine gravel and coarse sand, all rounded"
>>>>>>> 745589b780e736262c6523c2a7fbd7f51d918e76
